id,title,description,image_url,trailer_url,start_to_end_time,rating,release_at,created_at,updated_at
361,Royal Queen,"To win back the love of his fans, an actor known for negative roles decides to become 'the bad guy' in real life also. What happens when he goes too far?",,,0 days 01:23:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
362,Shaadi Karke Phas Gaya Yaar,"Ayaan marries Ahana, who gets disappointed on realising how conservative his family is. What happens when a pregnant Ahana wishes to abort her baby?",,,0 days 02:19:00,,2006-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
363,Baahubali 2: The Conclusion,Why did Kattappa kill Amarendra Baahubali? Find out the answer to this monumental question as you watch Amarendra's son in action in the sequel.,,,0 days 02:40:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
364,Mera Faisla,Highly educated yet laid-back Sanju meets Swathi and falls in love with her. A twist in the tale comes when he discovers her father's mafia identity.,,,0 days 01:46:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
365,Anand,"Roopa calls off her wedding after her parents die in an accident. However, things change when the son of the man who caused the accident moves in next door.",,,0 days 02:31:00,,2004-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
366,GodMother,"Rambhi and her husband Veeru leave their village for work. But, by viciousness and extortion, their life changes radically as they join a group of criminals.",,,0 days 01:43:00,,1999-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
367,Yaar Indha Mani,A materialistic businessman reunites with his happy-go-lucky childhood friend and embarks upon a journey of self-discovery to the Himalayas.,,,0 days 02:20:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
368,Waqt Hamara Hai,"Friends Vikas and Sunil plan a phoney kidnapping of their girlfriends, Ayesha and Mamta, which turns completely awry when a notorious terrorist intervenes.",,,0 days 02:25:00,,1993-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
369,Deewar,"Fate separates childhood friends Monty and Guddi. 12 years later they reunite but a lot has changed in their lives, including the innocence of their friendship.",,,0 days 01:43:00,,2008-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
370,Lajja,"Tormented by her abusive husband, Vaidehi decides to escape her marriage. After meeting three courageous women, she leads a fight against male chauvinism.",,,0 days 03:06:00,,2001-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
371,Bony,"Settled in Milan, Sabyasachi and Pratibha are on cloud nine with the arrival of their newborn son, Bony. However, they soon realise that he is no ordinary baby.",,,0 days 01:50:00,,2022-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
372,Badrinath Yatra,"Satyavati's pilgrim to Badrinath gets cancelled due to her son's illicit acts. As his atrocious behaviour grows by the day, what will she do?",,,0 days 02:00:00,,1967-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
373,Payanam,"A plane is hijacked by ruthless terrorists who have held the passengers hostage. Now, it is up to Major Raveendra to rescue them and capture the hijackers.",,,0 days 02:11:00,,2011-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
374,Kerintha,Three young couples are forced to face the harsh realities of life and decide to part ways. Will they ever reunite?,,,0 days 02:14:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
375,Lucky: No Time For Love,"After narrowly escaping a molester, Lucky seeks shelter in Aditya’s car. Chaos ensues when a terrorist attack breaks out, but the two stand by each other.",,,0 days 02:13:00,,2005-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
376,Gundaraj,Ajay is wrongly convicted as a rapist and sent to prison for seven years. After four years he’s out for good behaviour but seeks revenge.,,,0 days 02:19:00,,1995-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
377,Maa Beti,"Tired of her stepmother Lakshmi's ill-treatment, Meenu and her brother leave house. The tables turn when Lakshmi gets a taste of her own medicine.",,,0 days 02:26:00,,1987-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
378,Shiva,"While the students' union president and thug club make the college climate ferocious, Shiva, a collegiate, is obliged to face them.",,,0 days 02:41:00,,1990-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
379,Asuravettai,A series of mysterious killings in the family forces Raghupati to get his daughter married to Krishna to protect her. But is she safe with Krishna?,,,0 days 02:32:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
380,Anjani Putra,"A misunderstanding causes Viraj's mother to disown him, and he willingly accepts her decision. Will Viraj ever make his mother perceive the truth?",,,0 days 01:54:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
381,Seema Raja,"Seemaraja, the irresponsible prince of Simhadripuram, tries to woo the local school's PT teacher. But things take an ugly turn when a blast from the past returns.",,,0 days 02:18:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
382,Chaarulatha,"Conjoined twins Charu and Latha choose to separate via a surgery. When one of them marries her childhood friend, strange things start happening.",,,0 days 01:51:00,,2012-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
383,Bombay Velvet,"Johnny Balraj grows desperate to make it big in Bombay and woo Rosie. In his attempts, he unknowingly gets sucked into a void of deception and greed.",,,0 days 02:25:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
384,North 24 Katham,"Harikrishnan, a software engineer, suffers from obsessive-compulsive disorder. A job assignment to Trivandrum changes his life for good.",,,0 days 02:01:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
385,Janta Garage,"Owner of Janatha Garage, Satyam earns a reputation as the saviour of the neighbourhood. His life changes when he meets Anand, an environmental science student.",,,0 days 02:10:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
386,Pyaar Tune Kya Kiya,"Jai, a photographer, meets headstrong Ria. Unaware of his marital status, she falls for him. Soon her love takes an obsessive turn.",,,0 days 01:36:00,,2001-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
387,Bal Ganesh,"With his pal and ride, Mooshak, Bal Ganesha embarks on an adventure-filled journey, battling the evil forces and saving the world.",,,0 days 01:42:00,,2007-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
388,ISM,"On a mission to expose an underworld kingpin, a journalist finds himself trapped in the dark web of corrupt politicos and underworld goons.",,,0 days 02:08:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
389,Bade Ghar Ki Beti,Poor girl Mala marries rich boy Gopal at the behest of his father. But her married life is far from smooth.,,,0 days 02:21:00,,1989-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
390,Raja Rani,John and Regina only marry each other for the sake of their parents' happiness. Will their tragic pasts play cupid in their marriage?,,,0 days 02:38:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
391,Salaakhen,"An ageing man testifies in a rape case, but the culprit’s family torments him to death. Soon, his son leads a war against unjust wherein revenge is inevitable.",,,0 days 02:41:00,,1998-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
392,Road To Sangam,"A devout Muslim mechanic repairs an old car, not knowing that it once carried the ashes of Mahatma Gandhi.",,,0 days 02:17:00,,2010-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
393,,"A principled officer’s eldest son, Vikas is killed in a planned accident. While the family is grief-stricken, the younger son, Vishal goes rogue.",,,0 days 01:51:00,,1994-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
394,10 Endrathukulla,"A driving instructor is tasked by a criminal to deliver a woman to Mussoorie from Chennai. Soon, he realises his assignment may be too dangerous.",,,0 days 02:13:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
395,Chameli,"On a stormy night, a sudden encounter with Chameli, a prostitute changes the life of a depressed investment banker, forever.",,,0 days 01:26:00,,2004-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
396,Aatma Ka Ghar,"Newlyweds Harsha and Mohini move into their new home unaware of a lurking evil spirit. Things take a turn for the worse, when the spirit does the unthinkable.",,,0 days 01:51:00,,2012-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
397,Hyper,"A loving son comes forward to help his father, an honest government employee, who is being harassed by a corrupt politician.",,,0 days 02:09:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
398,Kanupapa,A blind man becomes the prime suspect in a murder case. But he also has to protect the victim's daughter and prove his innocence. How will he get out of this?,,,0 days 02:14:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
399,Pandigai,"Velu's past makes him a top underground fighter. To start a new life with his lover, he plans to rob the gangster controlling the street-fighting racket.",,,0 days 01:58:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
400,Waqt,"Separated in childhood, three brothers come together in the courtroom. How will this reunion go?",,,0 days 02:58:00,,1965-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
401,Evanukku Sariyana Aalu Illai,Major Ajay Krishna journeys to Kurnool for a covert mission. Soon he finds himself at the centre of a scam involving a corrupt MLA and a fishy suicide,,,0 days 02:50:00,,2020-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
402,Coolie No. 1,"When insulted by Choudhry Hoshiarchand, Shaadiram, a matchmaker gets a coolie to pose as a millionaire and marry Hoshiarchand’s daughter.",,,0 days 02:16:00,,1995-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
403,Bogan,"Vikram, a police officer, is on a mission to hunt Adithya, a criminal mastermind. A vicious game unfolds when Adithya cleverly switches his soul with Vikram's.",,,0 days 02:14:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
404,Street Lights,"A group of thieves commit burglary, leading a police officer on a quest to catch them. During his search, he unravels interesting information about the robbers.",,,0 days 02:01:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
405,Run,"Sanju's life turns upside down when he borrows money from a notorious gangster. On failing to return his money, Sanju has a lot at stake.",,,0 days 01:36:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
406,Yentavaadu Gaani,"An undercover cop's life turns upside down when his daughter is kidnapped during a vital mission. However, his traumatic past returns for one last showdown!",,,0 days 02:29:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
407,The Powerman Shaktishaali,"An ambitious local thug falls in love with the daughter of a deceased mafia leader. To mend fences, he decides to reform, but will the girl's family approve?",,,0 days 02:03:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
408,Main Tulsi Tere Aangan Ki,"Sanjukta wholeheartedly raises Ajay, her husband’s illegitimate son, as her own. All is well until property division creates a crack in relationships.",,,0 days 02:26:00,,1978-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
409,Maan Karate,A seer meets a few IT employees and predicts that their company will shut down. The seer then shows them proof and sets the friends on a shocking adventure.,,,0 days 02:23:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
410,Dynamite,"When Shiva's date gets kidnapped, the police refuse to help him. Setting out to find her on his own, Shiva stumbles upon a deadly conspiracy.",,,0 days 01:56:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
411,Zameer,"Thakur Maharaj Singh loses his son during a robbery. Years later, a man named Chimpoo claims his right as his son. Will he turn out to be an impostor?",,,0 days 02:09:00,,1975-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
412,Ghar Dwaar,"Savitri is humiliated at her in-laws' house. Unable to take it anymore, she vows revenge on her in-laws and decides to turn their home into a battleground.",,,0 days 02:23:00,,1985-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
413,Running Shaadi,"Two friends launch a website that helps young couples to elope. Although initially a hit, they soon get embroiled in a chaotic situation.",,,0 days 01:50:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
414,Subramanyam For Sale,"Subramanyam, a money-minded guy, helps Seetha get back on her feet after she gets duped by her boyfriend. Things take a hilarious turn when he meets her family.",,,0 days 02:26:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
415,Lion Shiva,"Suffering from tunnel vision, Ravi witnesses a murder. On realising that he can't afford to cure his impending blindness, he resorts to illegal solutions.",,,0 days 01:29:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
416,Nimir,"When publicly embarrassed, photographer Selvam vows to not wear slippers until he has avenged the humiliation, thereby triggering a chain of hilarious events.",,,0 days 02:03:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
417,Oozham - It's Just A Matter Of Time,"Surya, a demolition expert, watches his whole family being murdered on a video call. After coming to India, he learns the plot is more sinister than it appears.",,,0 days 02:00:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
418,Matru Ki Bijlee Ka Mandola,"Bijlee, a rich industrialist's daughter, decides to marry a politico's son, leaving her dad's Man Friday, Matru, heartbroken. What happens when she finds out?",,,0 days 02:23:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
419,Tippu,"A carefree Satya falls in love with Vaishnavi. To impress her, he joins her college. All the while, a dreaded gangster Keshu Bhai also vies for her attention.",,,0 days 01:38:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
420,Taarzan: The Wonder Car,"Raj repairs his deceased father Deven's unfinished car. Although a futuristic vehicle, it becomes too much for Raj to handle.",,,0 days 02:36:00,,2004-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
421,Srimati Bhayankari,"In this battle of the sexes, Pralay attempts the impossible when he tries to woo a hot-tempered Dolan. Once married, a hilarious roller-coaster journey ensues.",,,0 days 01:31:00,,2020-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
422,Venky Mama,"In an attempt to spruce up each other's love lives, an uncle-nephew duo realise they will have to part ways to stay alive. What will they do next?",,,0 days 02:21:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
423,Meeku Maathrame Cheptha,"A scandalous video of the groom-to-be, Rakesh, makes its way to a porn site just before his marriage. Will he get married peacefully or the viral fever ruin it?",,,0 days 01:57:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
424,Humraaz,"Karan conspires with his girlfriend Priya to usurp the vast estate of Raj, a wealthy industrialist. Chaos ensues when Priya falls in love with Raj.",,,0 days 02:47:00,,2002-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
425,Memories,"Battling inner conflict, an alcoholic police officer reports to duty to investigate a series of deaths showing a pattern similar to his family's murder.",,,0 days 02:18:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
426,Raja,Raja and Madhu must fight for their love against her brothers. Can they win over hate with their love? - ok,,,0 days 02:31:00,,1995-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
427,Om Jai Jagdish,"Circumstances force three brothers to go their separate ways, but when their ancestral house is being auctioned they join forces.",,,0 days 02:30:00,,2002-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
428,Sagar Sangam,"Convicted in a case, criminal mastermind Gopi journeys towards his birthplace Devipur. As his trauma-filled past rears its head, he sets out to seek revenge.",,,0 days 02:39:00,,1988-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
429,Bal Ganesh 3,"A group of alien kids visits Earth to find out more about Bal Ganesh. They meet three mice, Dhoti, Topi and Suit Boot, who share Bal Ganesh's adventurous tales.",,,0 days 01:08:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
430,Thegidi,A criminology student lands his first job with a detective agency. Things take an ugly turn when his subjects start dying mysteriously in one of his cases.,,,0 days 01:55:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
431,Rowdy Sarkar,"The dreams of an aspiring cricketer come crashing down when he is engulfed in a false Naxal case and turns to a life of crime, gaining the name of Railway Raju.",,,0 days 01:44:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
432,Vikramarkudu,"Sathi Babu promises his girlfriend to give up his life of crime but ends up stealing a trunk full of money. However, something unexpected awaits in the trunk.",,,0 days 02:15:00,,2006-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
433,Teen They Bhai,Three squabbling brothers come together after years of separation to fulfil their grandfather's last wish. Will they bury the hatchet?,,,0 days 02:04:00,,2011-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
434,Bohurupi,"The search of his missing brother leads a man to a dreaded truth about him. But when he meets his brother's enemies, all hell breaks loose.",,,0 days 02:26:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
435,Kya Kool Hai Hum,Hard-working Rahul and good-for-nothing Karan's lives turn upside down when Rahul is accused of the rape and murder spree happening in the city.,,,0 days 02:26:00,,2005-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
436,Bal Hanuman III – Return of the Demon,"Brought to life by his devil followers, the crocodile demon tries to create terror on earth. However, his plans get foiled as Bal Hanuman comes to the rescue",,,0 days 00:49:00,,2010-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
437,Kaali,This action-packed drama revolves around Bharat who discovers the truth about being an adopted child and sets out on a journey to find his biological parents.,,,0 days 02:04:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
438,Mumbai,"Krishna works in a bar to make ends meet for his orphanage and his lady love. Circumstances drive him to Mumbai, but will he find what he was looking for?",,,0 days 02:19:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
439,Nikaah,Afaque falls for Nilofar but is left devastated when she marries another man. Things take a turn when Nilofar enters his life again after her divorce.,,,0 days 02:24:00,,1982-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
440,24,"A scientist invents a time machine that his evil twin brother plans to usurp. An unforeseen attack and years later, his son tries to protect it from his uncle.",,,0 days 02:37:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
441,Miss Tanakpur Haazir Ho,"The young wife of an elderly village head seeks solace in Arjun's arms. The cuckold retaliates by framing Arjun for the rape of Miss Tanakpur, his buffalo!",,,0 days 02:08:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
442,Jeena Sirf Merre Liye,"Pooja and Karan are childhood friends. They lose touch when Pooja relocates. All grown up, they meet as strangers while searching for each other.",,,0 days 02:18:00,,2002-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
443,Avan Ivan,"Walter and Samy constantly compete at pickpocketing, but Walter wants to become an actor. When they meet the love of their lives, will their mentor approve?",,,0 days 02:11:00,,2011-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
444,Chalo Jeete Hain,"An impressionable young boy, Naru’s pursuit of the meaning of life by doing the most he can for others. This film is inspired by true life events from Indian PM Modi’s life.",,,0 days 00:31:00,,2018-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
445,Nine,"An astrophysicist leaves for the Himalayas with his son to research an incoming comet. However, that journey may just prove to be a costly mistake.",,,0 days 02:21:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
446,Haqeeqat,"Sudha, a widow, is rescued by Ajay from being molested. They fall in love and decide to get married. But is she making a terrible mistake?",,,0 days 02:27:00,,1995-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
447,Kaashmora,"Absconding with a minister's money, a conman and his family get trapped inside a haunted bungalow. In order to escape ghosts, he must go back the past.",,,0 days 02:36:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
448,Ankahee,"Dr Shekhar is happily married to Nandita. Trouble creeps in their paradise when he falls for an over-possessive Kavya, who takes over his life.",,,0 days 02:27:00,,2006-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
449,Maryada Ramanna,"Ramu decides to sell off an inherited ancestral property. However, he unknowingly stays in the house of his father's killer. Will he find out the truth?",,,0 days 02:04:00,,2010-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
450,Mujhe Kuch Kehna Hai,"Karan is instantly smitten with Pooja. Painfully shy, he can't express his feelings to her, but fate makes them meet repeatedly. Can he ever profess his love?",,,0 days 02:15:00,,2001-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
451,Thoongaa Vanam,"Diwakar, an IRS officer in the Narcotics Control Bureau, finds his life falling apart when a powerful drug lord kidnaps his son.",,,0 days 01:59:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
452,Shabd,"Seeking an inspiration for a story, Shaukat manipulates the lives of his wife and her colleague. Soon, his obsession with the story blurs Shaukat's reality.",,,0 days 02:22:00,,2005-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
453,IMAI,"An accidental meeting brings Jyothi face to face with her long lost love, Karthik, who has become a notorious gangster. Can Jyothi bring him back on track?",,,0 days 01:14:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
454,,"Raja, a small-time loafer falls head over heels for Pooja. Things spiral out of control when his lookalike Rocky, a devious criminal, tries to take his place.",,,0 days 02:28:00,,1997-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
455,Chhoti Si Baat,"A shy Arun takes the help of a retired colonel to impress his lady love, Prabha. Will he succeed in his endeavours?",,,0 days 01:58:00,,1976-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
456,Viswasam,"Village head Veeraraju takes on his enemies to protect his daughter, who has been separated from him by his wife. Will this fight end in a reunion?",,,0 days 02:24:00,,2019-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
457,Sonali Cable,"Sonali, a spunky, self-made internet operator grows her small business into a successful company. But, there's someone who wants Sonali out of business.",,,0 days 01:53:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
458,Arjun Varma,A surgeon with a nasty temper turns to drugs and alcohol when his girlfriend is forced to marry another. But there's more to this love story than meets the eye.,,,0 days 03:00:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
459,Poysa Usul,"RAW hires a convict to deal with a high-profile mafia don. When a journalist chasing the don goes missing, clues point at the convict. What's the connection?",,,0 days 02:05:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
460,Daag - The Fire,"When Karan discovers that his father was wrongly jailed, which led to his suicide, he sets out to avenge him. But revenge is not easy.",,,0 days 02:41:00,,1999-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
461,Khiladi Lakshmana,"Lakshmana, a happy-go-lucky guy, has a past, whereas Anjali is on a mission to avenge a personal loss. Will destiny bring their paths together?",,,0 days 02:21:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
462,War Chhod Na Yaar,"When war is declared between India and Pakistan, an unlikely friendship blooms between two army captains from the opposite sides.",,,0 days 01:48:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
463,Inkokkadu,"A suspended RAW agent lives in despair after losing his wife at the hands of a drug lord. Years later, he sets out to avenge her death.",,,0 days 02:27:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
464,Manithan,"A struggling lawyer comes across a hit-and-run case and decides to fight for justice. However, he soon learns that there is more to it than meets the eye.",,,0 days 02:22:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
465,Adi Kapyare Kootamani,"Evading the eyes of the warden, Adhishta Lakshmi enters a boys' hostel after bribing one of the students, Bhanuprasad. However, she gets trapped in the hostel.",,,0 days 02:06:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
466,Zubaan,"After a bullying incident, Dilsher grows up with a speech impairment. Although he loves music, he is not able to conquer the demons in his head.",,,0 days 01:51:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
467,Lee,"Leela and Charlee are madly in love with each other. Apart from their families being at loggerheads, an international don makes an entry to add to the chaos.",,,0 days 01:55:00,,2017-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
468,Dear Dad,A father-son duo embarks on a road trip where candid confessions and weird encounters not only brings them closer but also strengthens their bond.,,,0 days 01:24:00,,2016-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
469,Arjun Pandit,"Arjun keeps mum on a crime he witnessed. He falls in love with Nisha. But when he finds himself betrayed by her, he sets out on a path of violence.",,,0 days 02:19:00,,1999-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
470,Mon Majhi Re,A young animator gets visuals from her past lives. But no one believes that her 'mere imaginations' hold clues to a bigger conspiracy.,,,0 days 02:18:00,,2015-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
471,Jigarthanda,"To impress an art film director who critiqued his earlier attempts, Karthik decides to shoot a film on the life of a demented gangster, Assault Sethu.",,,0 days 02:41:00,,2014-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
472,Shool,"Samar, an honest cop, must deal with a brutal and lawless system created by Bachchu Yadav, who threatens his integrity.",,,0 days 01:40:00,,1999-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
473,Life Is Beautiful,"Srinu and Paddhu, who live in the downmarket half of their locality, lock horns with a gang of rich people, who plan to take over the local lake. Who will win?",,,0 days 02:41:00,,2013-01-01,2025-03-12 06:56:36.431407,2025-03-12 06:56:36.431433
